id,title,artist,spotify_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,date,decade,weeks_at_1,consecutive
HONKY_TONK_WOMEN__ROLLING_STONES,HONKY TONK WOMEN,ROLLING STONES,7y0ZB9dSu73TQOnr44j5l2,0.558,0.71,7,-8.521,0.0621,0.435,0.0144,0.0838,0.963,120.435,179693,4,23/07/69,1960,5,TRUE
IN_THE_YEAR_2525_(EXORIUM_AND_TERMINUS)__ZAGER_&_EVANS,IN THE YEAR 2525,ZAGER & EVANS,3I6dXESwG7xTDQt7jrOvmm,0.455,0.42,8,-9.427,0.0308,0.237,0.00000703,0.266,0.504,124.394,194920,4,30/08/69,1960,3,TRUE
BAD_MOON_RISING__CREEDENCE_CLEARWATER_REVIVAL,BAD MOON RISING,CREEDENCE CLEARWATER REVIVAL,6NxsCnLeLd8Ai1TrgGxzIx,0.647,0.762,2,-5.856,0.0287,0.0599,0.00000335,0.0705,0.92,89.837,141600,4,20/09/69,1960,3,TRUE
JE_T'AIME..._MOI_NON_PLUS__JANE_BIRKIN_&_SERGE_GAINSBOURG,JE T'AIME... MOI NON PLUS,JANE BIRKIN & SERGE GAINSBOURG,2eM4CYmx2s2Xr4t0TwPP48,0.461,0.426,0,-12.229,0.0294,0.376,0.000879,0.163,0.567,82.881,261613,4,11/10/69,1960,1,TRUE
I'LL_NEVER_FALL_IN_LOVE_AGAIN__BOBBY_GENTRY,I'LL NEVER FALL IN LOVE AGAIN,BOBBY GENTRY,42squ1l3ays4fXsK2zpkwG,0.596,0.537,2,-10.504,0.0362,0.175,0.739,0.167,0.348,114.05,170629,4,18/10/69,1960,1,TRUE
SUGAR_SUGAR__ARCHIES,SUGAR SUGAR,ARCHIES,3iSws76HjaU7k49EqJVTfF,0.736,0.871,2,-2.786,0.0278,0.466,0,0.108,0.966,122.395,167187,4,25/10/69,1960,8,TRUE
TWO_LITTLE_BOYS__ROLF_HARRIS,TWO LITTLE BOYS,ROLF HARRIS,0k7LzD8mBFczsdFSSOmNl2,0.455,0.209,1,-14.126,0.0335,0.628,0.000086,0.119,0.496,115.398,215053,4,20/12/69,1960,6,TRUE
LOVE_GROWS_(WHERE_MY_ROSEMARY_GOES)__EDISON_LIGHTHOUSE,LOVE GROWS (WHERE MY ROSEMARY GOES),EDISON LIGHTHOUSE,6hFAaTvtzYDkng1T5K4XLB,0.567,0.842,9,-3.388,0.0312,0.746,0.00000184,0.105,0.786,109.493,167947,4,31/01/70,1970,5,TRUE
WANDRIN'_STAR__LEE_MARVIN,WANDRIN' STAR,LEE MARVIN,7iZfg9nHKc44UYgj9V5Rih,0.287,0.26,1,-19.194,0.0333,0.906,0.0128,0.11,0.365,97.587,268293,4,07/03/70,1970,3,TRUE
BRIDGE_OVER_TROUBLED_WATER__SIMON_&_GARFUNKEL,BRIDGE OVER TROUBLED WATER,SIMON & GARFUNKEL,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,0.0323,0.822,0.000649,0.115,0.263,79.764,293120,4,28/03/70,1970,3,TRUE
ALL_KINDS_OF_EVERYTHING__DANA,ALL KINDS OF EVERYTHING,DANA,2kwAhlh7BDsJkES19zaYqs,0.539,0.537,10,-3.403,0.0257,0.814,0.00000141,0.282,0.65,103.191,181093,3,18/04/70,1970,2,TRUE
SPIRIT_IN_THE_SKY__NORMAN_GREENBAUM,SPIRIT IN THE SKY,NORMAN GREENBAUM,0Y2SrByf4G3kbq2nBEHQRn,0.601,0.643,2,-5.828,0.0314,0.112,0.00209,0.088,0.557,128.262,239600,4,02/05/70,1970,2,TRUE
BACK_HOME__ENGLAND_WORLD_CUP_SQUAD,BACK HOME,ENGLAND WORLD CUP SQUAD,2pCOtJAGY2wgfwxw4QEKNA,0.552,0.907,5,-3.115,0.0547,0.686,0,0.693,0.678,126.24,123907,4,16/05/70,1970,3,TRUE
YELLOW_RIVER__CHRISTIE,YELLOW RIVER,CHRISTIE,5s2b6aZj3xTzBQ1G4Q3W3g,0.628,0.509,4,-13.552,0.0293,0.0798,0,0.138,0.886,129.856,166200,4,06/06/70,1970,1,TRUE
IN_THE_SUMMERTIME__MUNGO_JERRY,IN THE SUMMERTIME,MUNGO JERRY,3RNyGLgSvmVRZ7xKUp8Wgd,0.754,0.449,4,-14.013,0.0615,0.724,0,0.162,0.972,82.751,211880,4,13/06/70,1970,7,TRUE
THE_WONDER_OF_YOU__ELVIS_PRESLEY,THE WONDER OF YOU,ELVIS PRESLEY,3Cs2cP4ucvaO22LCNljzJY,0.266,0.735,7,-5.863,0.0508,0.421,0.0117,0.17,0.463,136.148,151013,4,01/08/70,1970,6,TRUE
TEARS_OF_A_CLOWN__SMOKEY_ROBINSON_&_THE_MIRACLES,TEARS OF A CLOWN,SMOKEY ROBINSON & THE MIRACLES,43EnnDLiVJfFEN7Xlpyh93,0.556,0.928,1,-5.894,0.0915,0.0364,0,0.107,0.85,125.159,184467,4,12/09/70,1970,1,TRUE
BAND_OF_GOLD__FREDA_PAYNE,BAND OF GOLD,FREDA PAYNE,4o7pdbMDw6XwfXZFCZDoUH,0.756,0.687,11,-7.76,0.0434,0.064,0,0.25,0.921,106.247,178093,4,19/09/70,1970,6,TRUE
WOODSTOCK__MATTHEW'S_SOUTHERN_COMFORT,WOODSTOCK,MATTHEW'S SOUTHERN COMFORT,1QRyJOtPITPCBu9XjOylJ8,0.738,0.496,7,-10.096,0.0284,0.114,0.00157,0.106,0.683,120.955,266455,4,31/10/70,1970,3,TRUE
VOODOO_CHILE__JIMI_HENDRIX_EXPERIENCE,VOODOO CHILE,JIMI HENDRIX EXPERIENCE,0auKlivXpm76wR63mMJ3pR,0.298,0.753,0,-7.417,0.0894,0.248,0.148,0.112,0.316,164.991,899933,3,21/11/70,1970,1,TRUE
I_HEAR_YOU_KNOCKING__DAVE_EDMUNDS,I HEAR YOU KNOCKING,DAVE EDMUNDS,4jrEJvfSn7kJcZR4oD7VGo,0.518,0.52,1,-9.902,0.0539,0.0192,0.0000486,0.0654,0.968,206.497,168240,4,28/11/70,1970,6,TRUE
GRANDAD__CLIVE_DUNN,GRANDAD,CLIVE DUNN,021ZiadcsPt1lOY55OeqFJ,0.836,0.395,3,-12.015,0.0336,0.719,0.000014,0.0694,0.575,104.058,204827,3,09/01/71,1970,3,TRUE
MY_SWEET_LORD__GEORGE_HARRISON,MY SWEET LORD,GEORGE HARRISON,1chu8wc9zbNqTQ2ahROys1,0.537,0.685,1,-8.935,0.0333,0.0705,0,0.0839,0.544,120.965,281227,4,30/01/71,1970,6,FALSE
BABY_JUMP__MUNGO_JERRY,BABY JUMP,MUNGO JERRY,1KBR8KNmOpjGvCQoUXeik0,0.529,0.764,9,-12.691,0.0377,0.799,0.405,0.237,0.827,129.035,250533,4,06/03/71,1970,2,TRUE
HOT_LOVE__T_REX,HOT LOVE,T REX,1FvG5AZm68WSFQj3fJywoy,0.565,0.543,11,-8.505,0.0376,0.0839,0.0521,0.0867,0.482,130.983,295480,4,20/03/71,1970,6,TRUE
DOUBLE_BARREL__DAVE_&_ANSIL_COLLINS,DOUBLE BARREL,DAVE ANSEL COLLINS,0jlUveFliI4ngWqksoizMU,0.576,0.529,5,-10.074,0.276,0.292,0.00214,0.0577,0.732,74.481,170307,4,01/05/71,1970,2,TRUE
KNOCK_THREE_TIMES__DAWN,KNOCK THREE TIMES,DAWN,6gvfXd7pEUSPuNEMWwOJUH,0.777,0.581,1,-10.129,0.0517,0.154,0,0.11,0.928,123.1,180360,4,15/05/71,1970,5,TRUE
CHIRPY_CHIRPY_CHEEP_CHEEP__MIDDLE_OF_THE_ROAD,CHIRPY CHIRPY CHEEP CHEEP,MIDDLE OF THE ROAD,46JJ8P6y6Xi9LigXAXB3po,0.549,0.547,11,-8.681,0.0452,0.0916,0.00000226,0.205,0.972,129.814,177800,4,19/06/71,1970,5,TRUE
GET_IT_ON__T_REX,GET IT ON,T REX,5nbNdS5SKdpiDZjCBh8W7b,0.728,0.878,11,-6.926,0.0564,0.176,0.856,0.61,0.919,126.59,262613,4,24/07/71,1970,4,TRUE
I'M_STILL_WAITING__DIANA_ROSS,I'M STILL WAITING,DIANA ROSS,1fWSuyys0VEeduTl8BDl7F,0.288,0.73,5,-7.528,0.0389,0.101,0,0.313,0.558,82.696,224667,4,21/08/71,1970,4,TRUE
HEY_GIRL_DON'T_BOTHER_ME__TAMS,HEY GIRL DON'T BOTHER ME,TAMS,3rr6NOykfV0gGQGSdKFnxQ,0.786,0.257,10,-16.515,0.041,0.667,0.00000173,0.0635,0.88,113.709,151093,4,18/09/71,1970,3,TRUE
REASON_TO_BELIEVE/MAGGIE_MAY__ROD_STEWART,REASON TO BELIEVE,ROD STEWART,2ZFX3ksNot3pp12RhfKHe6,0.375,0.507,7,-13.372,0.0414,0.678,0.00139,0.26,0.462,138.216,250507,4,09/10/71,1970,5,TRUE
COZ_I_LUV_YOU__SLADE,COZ I LUV YOU,SLADE,6VGeFhP1RfTTMIBOTtfeDH,0.421,0.84,0,-3.026,0.0474,0.0753,0.000221,0.123,0.897,126.233,217400,4,13/11/71,1970,4,TRUE
ERNIE_(THE_FASTEST_MILKMAN_IN_THE_WEST)__BENNY_HILL,ERNIE (THE FASTEST MILKMAN IN THE WEST),BENNY HILL,5VqlXuFTkOx5OouaqsLyLw,0.493,0.665,7,-10.922,0.27,0.675,0,0.253,0.724,105.376,231960,5,11/12/71,1970,4,TRUE
I'D_LIKE_TO_TEACH_THE_WORLD_TO_SING_(IN_PERFECT_HARMONY)__NEW_SEEKERS,I'D LIKE TO TEACH THE WORLD TO SING (IN PERFECT HARMONY),NEW SEEKERS,6zcKSlHN6ouQwO4A1lJYv1,0.664,0.455,11,-10.236,0.0345,0.629,0,0.515,0.762,132.348,148907,4,08/01/72,1970,4,TRUE
TELEGRAM_SAM__T_REX,TELEGRAM SAM,T REX,58zvkTcVYecJvk5fl44PyV,0.521,0.938,2,-3.705,0.121,0.0224,0,0.0889,0.43,123.008,225773,4,05/02/72,1970,2,TRUE
SON_OF_MY_FATHER__CHICORY_TIP,SON OF MY FATHER,CHICORY TIP,0jyAzFiSjx7S0t2YEyBrzX,0.603,0.489,5,-10.529,0.0305,0.0879,0.00792,0.152,0.356,129.844,187947,4,19/02/72,1970,3,TRUE
WITHOUT_YOU__NILSSON,WITHOUT YOU,NILSSON,02gV5Zc9ctbZxD1uTNIok5,0.453,0.213,4,-13.656,0.0279,0.554,0.00000368,0.0506,0.109,64.177,203000,4,11/03/72,1970,5,TRUE
AMAZING_GRACE__THE_PIPES_&_DRUMS_&_MILITARY_BAND_OF_THE_ROYAL_SCOTS_DRAGOON_GUARDS,AMAZING GRACE,THE PIPES & DRUMS & MILITARY BAND OF THE ROYAL SCOTS DRAGOON GUARDS,39KVdXz6ZlBhv9pv1fGuun,0.144,0.375,3,-6.684,0.0406,0.379,0.913,0.194,0.0361,79.186,199813,4,15/04/72,1970,5,TRUE
METAL_GURU__T_REX,METAL GURU,T REX,0HoMdjB1XwwMlyPfTV7DEj,0.307,0.95,11,-3.427,0.138,0.00054,0.0000743,0.313,0.483,127.895,149787,4,20/05/72,1970,4,TRUE
VINCENT__DON_MCLEAN,VINCENT,DON MCLEAN,0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,7,-19.387,0.0362,0.908,0.00000533,0.34,0.465,91.509,243493,3,17/06/72,1970,2,TRUE
TAKE_ME_BACK_'OME__SLADE,TAKE ME BACK 'OME,SLADE,4HMACYmpFPmRZDeUFANAx5,0.661,0.871,8,-7.15,0.0348,0.00627,0,0.108,0.947,127.994,193227,4,01/07/72,1970,1,TRUE
PUPPY_LOVE__DONNY_OSMOND,PUPPY LOVE,DONNY OSMOND,3yeIFJOO7nZN2PhHLfLW2K,0.189,0.65,1,-5.728,0.0515,0.362,0,0.344,0.601,203.456,182520,3,08/07/72,1970,5,TRUE
SCHOOL'S_OUT__ALICE_COOPER,SCHOOL'S OUT,ALICE COOPER,5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,0.0461,0.05,0.125,0.676,0.348,134.364,210107,4,12/08/72,1970,3,TRUE
YOU_WEAR_IT_WELL__ROD_STEWART,YOU WEAR IT WELL,ROD STEWART,7mzvbidIxAS6aRsdSawznI,0.541,0.569,2,-10.042,0.0316,0.464,0.00000921,0.285,0.882,127.311,262960,4,02/09/72,1970,1,TRUE
MAMA_WEER_ALL_CRAZEE_NOW__SLADE,MAMA WEER ALL CRAZEE NOW,SLADE,5RT3NI7RdnJw4fVAeHUmCs,0.412,0.969,5,-3.753,0.0779,0.0186,0.332,0.293,0.335,137.745,224280,4,09/09/72,1970,3,TRUE
HOW_CAN_I_BE_SURE__DAVID_CASSIDY,HOW CAN I BE SURE,DAVID CASSIDY,2nj8GAFpNTjaDqt93lpFYz,0.447,0.612,2,-4.232,0.0277,0.76,0,0.285,0.201,85.212,187667,4,30/09/72,1970,2,TRUE
MOULDY_OLD_DOUGH__LIEUTENANT_PIGEON,MOULDY OLD DOUGH,LIEUTENANT PIGEON,7y5tT3P46jtv4Xx8hGENn4,0.744,0.45,11,-12.262,0.0402,0.149,0.221,0.277,0.916,107.598,167493,4,14/10/72,1970,4,TRUE
CLAIR__GILBERT_O'SULLIVAN,CLAIR,GILBERT O'SULLIVAN,3nNRv9xS4ni6XvU4U7iY4o,0.75,0.518,9,-7.087,0.0282,0.581,0,0.263,0.605,105.635,180453,4,11/11/72,1970,2,TRUE
MY_DING-A-LING__CHUCK_BERRY,MY DING-A-LING,CHUCK BERRY,0Ec1tJGuYnVIKmTIEnuf2A,0.767,0.517,4,-9.908,0.195,0.791,0.000186,0.078,0.834,144.322,223573,4,25/11/72,1970,4,TRUE
LONG_HAIRED_LOVER_FROM_LIVERPOOL__LITTLE_JIMMY_OSMOND,LONG HAIRED LOVER FROM LIVERPOOL,LITTLE JIMMY OSMOND,4f1tw0euuRPVViUHp4SQ0t,0.79,0.551,11,-14.844,0.0532,0.024,0.861,0.0933,0.688,133.815,148088,4,23/12/72,1970,5,TRUE
BLOCKBUSTER__SWEET,BLOCKBUSTER,SWEET,6lImDMS6vAMyRRifk7Fabg,0.553,0.83,11,-7.777,0.074,0.00376,0.736,0.935,0.65,127.228,192067,4,27/01/73,1970,5,TRUE
CUM_ON_FEEL_THE_NOIZE__SLADE,CUM ON FEEL THE NOIZE,SLADE,2p3KKkfBDsUddb4KwXZO59,0.408,0.83,7,-7.932,0.086,0.000327,0.58,0.131,0.67,137.778,262973,4,03/03/73,1970,4,TRUE
THE_TWELFTH_OF_NEVER__DONNY_OSMOND,THE TWELFTH OF NEVER,DONNY OSMOND,2uM6Jb8bGOmv7h7bh67JWY,0.286,0.472,10,-6.258,0.0287,0.463,0,0.234,0.299,87.881,161427,4,31/03/73,1970,1,TRUE
GET_DOWN__GILBERT_O'SULLIVAN,GET DOWN,GILBERT O'SULLIVAN,1kX0JVbq1lG9VZNiLF3Bwz,0.77,0.888,1,-6.564,0.0342,0.511,0.00000839,0.0472,0.915,124.659,159867,4,07/04/73,1970,2,TRUE
TIE_A_YELLOW_RIBBON_ROUND_THE_OLD_OAK_TREE__DAWN_FEATURING_TONY_ORLANDO,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE,DAWN TONY ORLANDO,5oB6kXycJsphQFzJNlZlBR,0.507,0.506,3,-14.384,0.0953,0.568,0,0.126,0.714,180.027,198440,4,21/04/73,1970,4,TRUE
SEE_MY_BABY_JIVE__WIZZARD,SEE MY BABY JIVE,WIZZARD,6cg3CWWHTui9KAew9dHIjT,0.359,0.945,9,-5.176,0.0785,0.178,0.0000154,0.344,0.518,137.372,302333,4,19/05/73,1970,4,TRUE
CAN_THE_CAN__SUZI_QUATRO,CAN THE CAN,SUZI QUATRO,6K0kK40E7PA2i9LsGmVCfK,0.646,0.831,10,-6.011,0.16,0.017,0.91,0.422,0.587,133.431,214400,4,16/06/73,1970,1,TRUE
RUBBER_BULLETS__10_C.C.,RUBBER BULLETS,10CC,6E5LVZCIu4GzBC7mftnvR6,0.619,0.488,2,-10.035,0.0264,0.594,0.884,0.0566,0.271,145.036,328904,4,23/06/73,1970,1,TRUE
SKWEEZE_ME_PLEEZE_ME__SLADE,SKWEEZE ME PLEEZE ME,SLADE,73xYfPQn5Y4zyyKxw3oqRF,0.576,0.901,4,-10.121,0.0389,0.000722,0.321,0.0224,0.889,135.051,185140,4,30/06/73,1970,3,TRUE
WELCOME_HOME__PETERS_&_LEE,WELCOME HOME,PETERS & LEE,7wZWDNOH1rVgyfZIDutBTB,0.499,0.417,5,-13.22,0.034,0.0881,0.00000953,0.446,0.64,122.86,211720,4,21/07/73,1970,1,TRUE
I'M_THE_LEADER_OF_THE_GANG_(I_AM)__GARY_GLITTER,I'M THE LEADER OF THE GANG (I AM),GARY GLITTER,3vXbIvZ4MW6IgogknAKiky,0.249,0.939,2,-9.152,0.259,0.000123,0.00000424,0.214,0.224,156.994,208627,4,28/07/73,1970,4,TRUE
YOUNG_LOVE__DONNY_OSMOND,YOUNG LOVE,DONNY OSMOND,3vaBTaDimZdK0KqSRmCFZ1,0.578,0.525,3,-6.903,0.0273,0.653,0.0000787,0.173,0.467,99.123,145053,4,25/08/73,1970,4,TRUE
ANGEL_FINGERS__WIZZARD,ANGEL FINGERS,WIZZARD,5XEMNENi6lauNcMgeTNZ58,0.46,0.95,11,-6.102,0.079,0.062,0.0000538,0.358,0.359,131.861,279813,4,22/09/73,1970,1,TRUE
EYE_LEVEL__SIMON_PARK_ORCHESTRA,EYE LEVEL,VARIOUS,3xVOUGinYGm81vlvEvhHDQ,0.559,0.257,10,-11.6,0.0368,0.763,0.116,0.118,0.459,119.905,171013,4,29/09/73,1970,4,TRUE
DAYDREAMER/THE_PUPPY_SONG__DAVID_CASSIDY,DAYDREAMER,DAVID CASSIDY,5a42aKUmLpLRLE4XrBE8uJ,0.469,0.445,0,-13.177,0.1,0.713,0,0.0675,0.315,94.043,167533,4,27/10/73,1970,3,TRUE
I_LOVE_YOU_LOVE_ME_LOVE__GARY_GLITTER,I LOVE YOU LOVE ME LOVE,GARY GLITTER,54MwNBFEfGbMhhLLIc6HQ7,0.466,0.493,2,-10.309,0.0589,0.176,0,0.107,0.689,114.563,195387,3,17/11/73,1970,4,TRUE
MERRY_XMAS_EVERYBODY__SLADE,MERRY XMAS EVERYBODY,SLADE,5JUXAJ6cqX9wmPB0smNci8,0.343,0.761,7,-3.07,0.0408,0.0256,0.000734,0.0798,0.489,128.931,205933,4,15/12/73,1970,5,TRUE
YOU_WON'T_FIND_ANOTHER_FOOL_LIKE_ME__NEW_SEEKERS,YOU WON'T FIND ANOTHER FOOL LIKE ME,NEW SEEKERS,1BA0MghfqYK3GzMfzRRHJ0,0.603,0.434,0,-13.174,0.0333,0.0246,0.00000486,0.316,0.696,128.629,198333,4,19/01/74,1970,1,TRUE
TIGER_FEET__MUD,TIGER FEET,MUD,3jDNListAzNuR5DNpbjXoA,0.528,0.914,11,-7.233,0.102,0.0991,0,0.468,0.753,93.33,230413,4,26/01/74,1970,4,TRUE
DEVIL_GATE_DRIVE__SUZI_QUATRO,DEVIL GATE DRIVE,SUZI QUATRO,2IvYUTsRCivlheereaqACw,0.568,0.94,2,-6.089,0.203,0.0251,0.0000377,0.177,0.337,135.541,227853,4,23/02/74,1970,2,TRUE
JEALOUS_MIND__ALVIN_STARDUST,JEALOUS MIND,ALVIN STARDUST,4CCGuRDsVs4wkKkI5wizX2,0.507,0.859,9,-8.166,0.0888,0.551,0.00382,0.916,0.797,139.498,161760,4,09/03/74,1970,1,TRUE
"BILLY,_DON'T_BE_A_HERO__PAPER_LACE","BILLY, DON'T BE A HERO",PAPER LACE,48RP92BBNCGybHpdQ8NuIO,0.758,0.477,0,-14.741,0.138,0.347,0,0.122,0.914,119.507,210120,4,16/03/74,1970,3,TRUE
SEASONS_IN_THE_SUN__TERRY_JACKS,SEASONS IN THE SUN,TERRY JACKS,6AhUX0ObPgTnS5GGFrRidN,0.623,0.427,6,-14.58,0.05,0.443,0,0.1,0.899,99.167,205587,4,06/04/74,1970,4,TRUE
WATERLOO__ABBA,WATERLOO,ABBA,10fRfvMo6WCO9Gaawxy2U9,0.445,0.949,2,-4.682,0.0471,0.395,0.00000818,0.0902,0.649,147.604,168960,4,04/05/74,1970,2,TRUE
SUGAR_BABY_LOVE__RUBETTES,SUGAR BABY LOVE,RUBETTES,1WZ7nC1GSk8rCF3X4cRiOv,0.428,0.77,0,-7.793,0.0366,0.000129,0.194,0.175,0.74,130.54,210693,4,18/05/74,1970,4,TRUE
THE_STREAK__RAY_STEVENS,THE STREAK,RAY STEVENS,4FcSBfNdGFh7Xc7nSLxELM,0.689,0.519,0,-14.296,0.318,0.666,0,0.913,0.812,119.981,197733,4,15/06/74,1970,1,TRUE
ALWAYS_YOURS__GARY_GLITTER,ALWAYS YOURS,GARY GLITTER,3qEzdkC61s9mmI2QyRs7jD,0.524,0.816,9,-8.691,0.0862,0.0015,0.00000336,0.337,0.429,97.905,205440,4,22/06/74,1970,1,TRUE
SHE__CHARLES_AZNAVOUR,SHE,CHARLES AZNAVOUR,2OxkfL5jW8bvYTCNDLlRSY,0.348,0.393,1,-9.787,0.03,0.223,0,0.151,0.349,132.069,153067,4,29/06/74,1970,4,TRUE
ROCK_YOUR_BABY__GEORGE_MCCRAE,ROCK YOUR BABY,GEORGE MCCRAE,1lmfsSEuxU4PpT739Kihno,0.594,0.771,5,-10.671,0.0443,0.313,0.00474,0.0694,0.945,104.389,200867,4,27/07/74,1970,3,TRUE
WHEN_WILL_I_SEE_YOU_AGAIN__THREE_DEGREES,WHEN WILL I SEE YOU AGAIN,THREE DEGREES,2k3b3uzuEQJLmSV9BlSZTM,0.542,0.595,9,-10.944,0.0337,0.576,0.00556,0.344,0.766,120.645,178097,4,17/08/74,1970,2,TRUE
LOVE_ME_FOR_A_REASON__OSMONDS,LOVE ME FOR A REASON,OSMONDS,6o2zSgB9IxhajtVlHnfRF7,0.583,0.552,9,-9.224,0.0276,0.655,0,0.6,0.603,143.167,239933,4,31/08/74,1970,3,TRUE
KUNG_FU_FIGHTING__CARL_DOUGLAS,KUNG FU FIGHTING,CARL DOUGLAS,40NRm1ZLvZpUSCUXAGGZ8J,0.598,0.673,2,-10.431,0.0693,0.0422,0.0000684,0.289,0.59,102.035,197693,4,21/09/74,1970,3,TRUE
ANNIE'S_SONG__JOHN_DENVER,ANNIE'S SONG,JOHN DENVER,5qxFudz7A6PGptviHsz4Yd,0.325,0.308,2,-11.503,0.0297,0.92,0.00603,0.441,0.454,147.117,178267,3,12/10/74,1970,1,TRUE
SAD_SWEET_DREAMER__SWEET_SENSATION,SAD SWEET DREAMER,SWEET SENSATION,2cpnLCoZmnKaT0Zwm1e0sg,0.534,0.707,2,-6.153,0.0363,0.342,0,0.275,0.422,103.15,202760,4,19/10/74,1970,1,TRUE
EVERYTHING_I_OWN__KEN_BOOTHE,EVERYTHING I OWN,KEN BOOTHE,6om52tevyqVMvl1mWTtKPM,0.719,0.435,5,-9.358,0.0856,0.149,0,0.261,0.603,76.67,224693,4,26/10/74,1970,3,TRUE
GONNA_MAKE_YOU_A_STAR__DAVID_ESSEX,GONNA MAKE YOU A STAR,DAVID ESSEX,1pIc09cd36KP2upzjxvV9J,0.623,0.636,10,-11.85,0.111,0.36,0.00091,0.182,0.539,131.443,220667,4,16/11/74,1970,3,TRUE
YOU'RE_THE_FIRST_THE_LAST_MY_EVERYTHING__BARRY_WHITE,YOU'RE THE FIRST THE LAST MY EVERYTHING,BARRY WHITE,00rc6phpoy1xP494OMcnNj,0.633,0.542,5,-12.318,0.0316,0.000679,0.00434,0.0754,0.871,130.314,206936,4,07/12/74,1970,2,TRUE
LONELY_THIS_CHRISTMAS__MUD,LONELY THIS CHRISTMAS,MUD,6ka53p5HloApRQ2ptSpuGB,0.551,0.325,0,-13.507,0.0286,0.81,0.000112,0.115,0.494,98.932,213160,3,21/12/74,1970,4,TRUE
DOWN_DOWN__STATUS_QUO,DOWN DOWN,STATUS QUO,6SzN4diFilG6wzErGCXhub,0.248,0.846,4,-8.489,0.0588,0.0575,0.461,0.985,0.0637,169.318,437835,4,18/01/75,1970,1,TRUE
MS_GRACE__TYMES,MS GRACE,TYMES,1LPCESFhMbgMaQjRG5dm9P,0.484,0.772,2,-7.668,0.0782,0.41,0,0.148,0.673,116.858,206360,4,25/01/75,1970,1,TRUE
JANUARY__PILOT,JANUARY,PILOT,37ncw2kChEJzbmmKMzGAoE,0.664,0.807,5,-5.684,0.0396,0.157,0,0.0788,0.913,125.295,211920,4,01/02/75,1970,3,TRUE
MAKE_ME_SMILE_(COME_UP_AND_SEE_ME)__STEVE_HARLEY_&_COCKNEY_REBEL,MAKE ME SMILE (COME UP AND SEE ME),STEVE HARLEY & COCKNEY REBEL,184QpO8ZchGncbNyJe9SDT,0.571,0.818,0,-8.277,0.0337,0.00706,0.000177,0.0877,0.76,141.463,239213,4,22/02/75,1970,2,TRUE
IF__TELLY_SAVALAS,IF,TELLY SAVALAS,7Eii0B7JWycCZBFdyXllW1,0.506,0.477,9,-7.619,0.0293,0.306,0.668,0.165,0.218,98.574,155596,4,08/03/75,1970,2,TRUE
BYE_BYE_BABY__BAY_CITY_ROLLERS,BYE BYE BABY,BAY CITY ROLLERS,4nueWRW1yDz6P30pHUg9GC,0.617,0.659,7,-9.178,0.0271,0.276,0,0.321,0.667,129.191,166067,4,22/03/75,1970,6,TRUE
OH_BOY__MUD,OH BOY,MUD,7j6DWlbkWO8GfXdMIVivrI,0.504,0.374,2,-14.299,0.0796,0.449,0,0.0923,0.543,154.069,173040,4,03/05/75,1970,2,TRUE
STAND_BY_YOUR_MAN__TAMMY_WYNETTE,STAND BY YOUR MAN,TAMMY WYNETTE,2Cb2l4UoXynCHCeCYHRZN8,0.563,0.331,9,-9.681,0.0283,0.776,0.000846,0.125,0.596,105.761,157893,4,17/05/75,1970,3,TRUE
WHISPERING_GRASS__WINDSOR_DAVIES_&_DON_ESTELLE,WHISPERING GRASS,WINDSOR DAVIES & DON ESTELLE,25TwSzCQuyeBJsOzkEj0kd,0.475,0.339,0,-11.844,0.0508,0.988,0.0000653,0.71,0.275,74.656,186280,4,07/06/75,1970,3,TRUE
I'M_NOT_IN_LOVE__10_C.C.,NOT IN LOVE,10CC,0QnjeIN25VdTuwykISJIlJ,0.514,0.542,1,-9.854,0.0585,0.146,0,0.0375,0.747,105.252,209267,4,28/06/75,1970,2,TRUE
TEARS_ON_MY_PILLOW__JOHNNY_NASH,TEARS ON MY PILLOW,JOHNNY NASH,43UvRcDEV8kWHUwR5Y1tou,0.565,0.46,2,-10.52,0.0527,0.645,0.037,0.118,0.879,76.788,194747,4,12/07/75,1970,1,TRUE
GIVE_A_LITTLE_LOVE__BAY_CITY_ROLLERS,GIVE A LITTLE LOVE,BAY CITY ROLLERS,2NhqGI7Y6WRsQsVZXGPeYq,0.542,0.518,0,-7.628,0.0287,0.345,0,0.0992,0.792,126.245,202027,4,19/07/75,1970,3,TRUE
BARBADOS__TYPICALLY_TROPICAL,BARBADOS,TYPICALLY TROPICAL,5Z2UaAzUZGkDAh2wsIm5dv,0.604,0.782,0,-10.466,0.0525,0.145,0.0000102,0.349,0.9,102.064,214800,4,09/08/75,1970,1,TRUE
CAN'T_GIVE_YOU_ANYTHING_(BUT_MY_LOVE)__STYLISTICS,CAN'T GIVE YOU ANYTHING (BUT MY LOVE),STYLISTICS,2HYXAdRP48sTQBfKboJa6t,0.499,0.742,7,-9.951,0.0631,0.642,0.000458,0.433,0.518,113.031,192360,4,16/08/75,1970,3,TRUE
