id,title,artist,spotify_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,date,decade,weeks_at_1,consecutive
EVERYTIME__BRITNEY_SPEARS,EVERYTIME,BRITNEY SPEARS,5r55eZvOijyYZRPCdQbu85,0.562,0.286,3,-12.84,0.0288,0.965,0.0000445,0.115,0.121,109.561,230320,4,26/06/04,2000,1,TRUE
OBVIOUSLY__McFLY,OBVIOUSLY,McFLY,5o9YtrAEp4yLQsydSldFbL,0.637,0.86,1,-2.325,0.0314,0.206,0,0.105,0.705,130.589,199227,4,03/07/04,2000,1,TRUE
BURN__USHER,BURN,USHER,6gpEUabUe4Qtc0jek4BC50,0.79,0.536,1,-6.192,0.11,0.495,0,0.111,0.562,119.904,256653,4,10/07/04,2000,2,TRUE
LOLA'S_THEME__SHAPESHIFTERS,LOLA'S THEME,SHAPESHIFTERS,5mAh5J4w6BEZkajB1M7XrB,0.748,0.845,5,-4.612,0.0536,0.00083,0.000225,0.068,0.668,123.925,207067,4,24/07/04,2000,1,TRUE
DRY_YOUR_EYES__STREETS,DRY YOUR EYES,STREETS,3PEx44by2Pe7E6M8tgqE5N,0.66,0.479,9,-7.364,0.247,0.53,0,0.102,0.48,80.027,269093,4,31/07/04,2000,1,TRUE
THUNDERBIRDS/3AM__BUSTED,THUNDERBIRDS/3AM,BUSTED,1M51f3VPWJIgxJlqHbwhgR,0.488,0.851,11,-4.787,0.0428,0.0218,0,0.0911,0.66,151.913,217960,4,07/08/04,2000,2,TRUE
BABYCAKES__3_OF_A_KIND,BABYCAKES,3 OF A KIND,0dAn58pe2GWDTlqa2Th4mP,0.817,0.719,0,-6.858,0.0982,0.351,0.00000333,0.0641,0.837,137.947,153995,4,21/08/04,2000,1,TRUE
THESE_WORDS__NATASHA_BEDINGFIELD,THESE WORDS,NATASHA BEDINGFIELD,6QLU1GKy2Zh2mOh2uoJ0TV,0.734,0.635,5,-7.03,0.0816,0.0322,0,0.0808,0.933,96.99,216360,4,28/08/04,2000,2,TRUE
MY_PLACE/FLAP_YOUR_WINGS__NELLY,MY PLACE/FLAP YOUR WINGS,NELLY,0oolhhjCCSdVxrRmululfv,0.905,0.822,4,-4.205,0.0554,0.0239,0.0000176,0.0948,0.82,105.581,235880,4,11/09/04,2000,1,TRUE
REAL_TO_ME__BRIAN_McFADDEN,REAL TO ME,BRIAN McFADDEN,5RJDWrV6zKS8DipdznT2K4,0.381,0.581,3,-6.977,0.0289,0.0173,0,0.142,0.186,165.741,223000,4,18/09/04,2000,1,TRUE
CALL_ON_ME__ERIC_PRYDZ,CALL ON ME,ERIC PRYDZ,1xNcBAoUw8Hz6LqK2jt4Ff,0.597,0.837,10,-6.518,0.375,0.00427,0.00114,0.839,0.461,126.342,171360,4,25/09/04,2000,5,FALSE
RADIO__ROBBIE_WILLIAMS,RADIO,ROBBIE WILLIAMS,4EobPoOInfzWFalFkU5NR8,0.471,0.292,10,-9.16,0.027,0.491,0.0000091,0.104,0.209,78.006,300280,4,16/10/04,2000,1,TRUE
WONDERFUL__JA_RULE_FEAT._R.KELLY_&_ASHANTI,WONDERFUL,JA RULE R.KELLY ASHANTI,5MTqczrMNkxZbFghiopgHL,0.663,0.777,11,-4.954,0.109,0.277,0,0.0466,0.766,92.681,270507,4,06/11/04,2000,1,TRUE
JUST_LOSE_IT__EMINEM,JUST LOSE IT,EMINEM,2RzWl7MCWqwQbTkA3vwGUk,0.94,0.633,8,-3.56,0.0467,0.0581,0.0000404,0.281,0.957,121.003,248680,4,13/11/04,2000,1,TRUE
VERTIGO__U2,VERTIGO,U2,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,9,-3.974,0.0613,0.000138,0.00108,0.147,0.631,140.083,193520,4,20/11/04,2000,1,TRUE
I'LL_STAND_BY_YOU__GIRLS_ALOUD,I'LL STAND BY YOU,GIRLS ALOUD,0vVuQNxGg4ZHWTAgLcze0w,0.501,0.721,6,-4.584,0.0272,0.0676,0.00112,0.0831,0.402,136.059,225991,4,27/11/04,2000,2,TRUE
DO_THEY_KNOW_IT'S_CHRISTMAS?__BAND_AID_20,DO THEY KNOW IT'S CHRISTMAS?,BAND AID 20,3drPcekysGfjSyicFRLP7X,0.327,0.781,0,-6.773,0.0462,0.0829,0,0.673,0.254,128.068,305533,4,11/12/04,2000,4,TRUE
AGAINST_ALL_ODDS__STEVE_BROOKSTEIN,AGAINST ALL ODDS,STEVE BROOKSTEIN,2Yp8oovKHM39559diVZe62,0.569,0.18,0,-14.945,0.0329,0.139,0.555,0.108,0.0718,116.017,201640,4,08/01/05,2000,1,TRUE
GOODIES__CIARA_FEAT._PETEY_PABLO,GOODIES,CIARA PETEY PABLO,3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,5,-6.306,0.0491,0.0277,0.00000152,0.298,0.855,102.017,223000,4,29/01/05,2000,1,TRUE
IT'S_NOW_OR_NEVER_**__ELVIS_PRESLEY,IT'S NOW OR NEVER **,ELVIS PRESLEY,1XunTmhOcj3xwh4b8P3isX,0.643,0.491,4,-9.312,0.0344,0.642,0.00972,0.286,0.748,126.399,194600,4,05/02/05,2000,1,TRUE
LIKE_TOY_SOLDIERS__EMINEM,LIKE TOY SOLDIERS,EMINEM,6AnfqcIa7IyrCMtgh5P6Wc,0.655,0.762,8,-3.427,0.312,0.0219,0.000446,0.093,0.383,82.656,295667,4,12/02/05,2000,1,TRUE
SOMETIMES_YOU_CAN'T_MAKE_IT_ON_YOUR_OWN__U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN,U2,6fzcnVO0X2cpYjsHk19GJo,0.53,0.597,2,-5.652,0.0247,0.00275,0.473,0.105,0.349,96,305080,4,19/02/05,2000,1,TRUE
GET_RIGHT__JENNIFER_LOPEZ,GET RIGHT,JENNIFER LOPEZ,6BUZX2MNhJs0p13ezYtOLp,0.741,0.759,0,-5.096,0.12,0.0218,0,0.628,0.386,97.084,225533,4,26/02/05,2000,1,TRUE
OVER_AND_OVER__NELLY_FEAT._TIM_MCGRAW,OVER AND OVER,NELLY TIM MCGRAW,5bXHwZ7pl25Fbljm2bEWK6,0.604,0.521,11,-10.029,0.073,0.00799,0.00000441,0.216,0.452,84.774,253887,4,05/03/05,2000,1,TRUE
DAKOTA__STEREOPHONICS,DAKOTA,STEREOPHONICS,0IOgCgSDoRBHK9uNTpJnbx,0.506,0.93,4,-3.499,0.0675,0.129,0.00682,0.0931,0.331,146.994,297427,4,12/03/05,2000,1,TRUE
ALL_ABOUT_YOU/YOU'VE_GOT_A_FRIEND__MCFLY,ALL ABOUT YOU/YOU'VE GOT A FRIEND,MCFLY,63QPkEQExlkzQjOU5S9kqp,0.539,0.591,1,-5.321,0.0259,0.162,0,0.0892,0.207,129.875,188500,4,19/03/05,2000,1,TRUE
(IS_THIS_THE_WAY_TO)_AMARILLO?__TONY_CHRISTIE_FEAT._PETER_KAY,(IS THIS THE WAY TO) AMARILLO?,TONY CHRISTIE PETER KAY,3FVBNplZwT18pvWcyb04NF,0.672,0.527,9,-12.956,0.0269,0.0000231,0.765,0.0974,0.688,135.01,184880,4,26/03/05,2000,7,TRUE
LONELY__AKON,LONELY,AKON,1IpYDWB31L1CxDQZztadSi,0.629,0.532,5,-7.88,0.0352,0.331,0,0.238,0.612,90.098,235800,4,14/05/05,2000,2,TRUE
LYLA__OASIS,LYLA,OASIS,59iMndgRxDOBjIZtt8YAUW,0.399,0.949,11,-2.431,0.0474,0.000153,0.000127,0.141,0.282,120.948,310440,4,28/05/05,2000,1,TRUE
AXEL_F__CRAZY_FROG,AXEL F,CRAZY FROG,5i4WslrU93vPhBXm6tS3gA,0.865,0.898,2,-3.378,0.0411,0.283,0.764,0.0896,0.766,138.031,174173,4,04/06/05,2000,4,TRUE
GHETTO_GOSPEL__2PAC_FEAT._ELTON_JOHN,GHETTO GOSPEL,2PAC ELTON JOHN,6oCUXuxOOlBnPgUIr65MUE,0.75,0.27,5,-8.958,0.0826,0.00175,0.324,0.123,0.713,80.515,239400,4,02/07/05,2000,3,TRUE
YOU'RE_BEAUTIFUL__JAMES_BLUNT,YOU'RE BEAUTIFUL,JAMES BLUNT,0vg4WnUWvze6pBOJDTq99k,0.675,0.479,0,-9.87,0.0278,0.633,0.0000176,0.088,0.458,81.998,209493,4,23/07/05,2000,5,TRUE
I'LL_BE_OK__McFLY,I'LL BE OK,McFLY,1YKKR3O5qRbZOcEpKlsuYt,0.479,0.943,2,-4.26,0.0465,0.00845,0,0.216,0.452,156.53,206307,4,27/08/05,2000,1,TRUE
THE_IMPORTANCE_OF_BEING_IDLE__OASIS,THE IMPORTANCE OF BEING IDLE,OASIS,1cmSdSId6MDQ6JSjbTisHG,0.593,0.88,9,-2.113,0.0311,0.0494,0,0.106,0.562,109.9,219827,4,03/09/05,2000,1,TRUE
DARE__GORILLAZ,DARE,GORILLAZ,4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,11,-5.852,0.0372,0.0226,0.0868,0.298,0.964,120.265,245000,4,10/09/05,2000,1,TRUE
DON'T_CHA__PUSSYCAT_DOLLS_FEAT._BUSTA_RHYMES,DON'T CHA,PUSSYCAT DOLLS BUSTA RHYMES,4o3cq2szX7THGyZDsWtp59,0.875,0.634,1,-3.484,0.0978,0.00426,0.00000364,0.111,0.531,120.001,272080,4,17/09/05,2000,3,TRUE
PUSH_THE_BUTTON__SUGABABES,PUSH THE BUTTON,SUGABABES,4KktZd9BGHZjW3sK03O4zo,0.961,0.652,8,-5.138,0.0619,0.0497,0,0.0725,0.818,126.02,218000,4,08/10/05,2000,3,TRUE
I_BET_YOU_LOOK_GOOD_ON_THE_DANCEFLOOR__ARCTIC_MONKEYS,I BET YOU LOOK GOOD ON THE DANCEFLOOR,ARCTIC MONKEYS,3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0.0356,0.00225,0,0.376,0.787,103.183,173680,4,29/10/05,2000,1,TRUE
YOU_RAISE_ME_UP__WESTLIFE,YOU RAISE ME UP,WESTLIFE,1VpwNAfPXpAvQEdnjh5VFQ,0.236,0.352,10,-6.51,0.0306,0.657,0,0.0863,0.179,116.324,239613,4,12/11/05,2000,2,TRUE
HUNG_UP__MADONNA,HUNG UP,MADONNA,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.403,125.02,337733,4,19/11/05,2000,3,TRUE
STICKWITU__PUSSYCAT_DOLLS,STICKWITU,PUSSYCAT DOLLS,0mhVi5NpxkA3zzbiulfkow,0.657,0.55,9,-6.406,0.0475,0.301,0,0.0786,0.414,80.003,207507,4,10/12/05,2000,2,TRUE
JCB_SONG__NIZLOPI,JCB SONG,NIZLOPI,2Pkv445bGRS8aOFeJqDwzU,0.395,0.573,2,-6.891,0.0255,0.343,0.000018,0.0961,0.586,106.484,222640,4,24/12/05,2000,1,TRUE
THAT'S_MY_GOAL__SHAYNE_WARD,THAT'S MY GOAL,SHAYNE WARD,7M8WeoB04edlpGg6fbT1Ex,0.279,0.52,2,-5.391,0.0344,0.394,0,0.333,0.13,68.664,218427,4,31/12/05,2000,4,TRUE
WHEN_THE_SUN_GOES_DOWN__ARCTIC_MONKEYS,WHEN THE SUN GOES DOWN,ARCTIC MONKEYS,2zzLRQ78kKfPTx8FJQCdC2,0.348,0.875,11,-4.758,0.199,0.0341,0,0.117,0.425,169.152,202133,4,28/01/06,2000,1,TRUE
"NASTY_GIRL__NOTORIOUS_BIG_FEAT._DIDDY,_NELLY,_JAGGED_EDGE_&_AVERY_STORM",NASTY GIRL,"NOTORIOUS BIG DIDDY, NELLY, JAGGED EDGE & AVERY STORM",3NnUocBmP4PuEEe1eQkuwE,0.833,0.628,2,-7.041,0.141,0.0949,0.0000016,0.282,0.636,106.328,286187,4,04/02/06,2000,2,TRUE
THUNDER_IN_MY_HEART_AGAIN__MECK_FEAT._LEO_SAYER,THUNDER IN MY HEART AGAIN,MECK LEO SAYER,0P4CVTrLHMloCzJGy4xve8,0.679,0.922,2,-4.67,0.0294,0.000241,0.69,0.0697,0.812,129.016,189800,4,18/02/06,2000,2,TRUE
SORRY__MADONNA,SORRY,MADONNA,55whbebR4olz2HHcRQa2kx,0.589,0.877,0,-6.229,0.046,0.00121,0.013,0.169,0.44,132.971,281880,4,04/03/06,2000,1,TRUE
IT'S_CHICO_TIME__CHICO,IT'S CHICO TIME,CHICO,3ysoxHBl9rPH9FzVQMHDZY,0.682,0.941,5,-4.577,0.0607,0.036,0,0.419,0.781,116.943,169253,4,11/03/06,2000,2,TRUE
NO_TOMORROW__ORSON,NO TOMORROW,ORSON,0nJEcAgCKrFliZ5q0JxEtc,0.656,0.624,3,-4.623,0.0691,0.0065,0,0.278,0.733,124.082,167493,4,25/03/06,2000,1,TRUE
SO_SICK__NE-YO,SO SICK,NE-YO,5203pcq3cNteJuOVhIEnt6,0.572,0.572,6,-8.324,0.301,0.254,0,0.191,0.615,94.897,207187,4,01/04/06,2000,1,TRUE
CRAZY__GNARLS_BARKLEY,CRAZY,GNARLS BARKLEY,1vxw6aYJls2oq3gW0DujAo,0.855,0.587,8,-4.589,0.0336,0.0505,0.00714,0.105,0.66,111.97,177466,4,08/04/06,2000,9,TRUE
I_WISH_I_WAS_A_PUNK_ROCKER_(WITH_FLOWERS_IN_MY_HAIR)__SANDI_THOM,I WISH I WAS A PUNK ROCKER (WITH FLOWERS IN MY HAIR),SANDI THOM,4mnTMsp8Cgf9TNiQMhH11L,0.7,0.465,4,-6.815,0.358,0.544,0,0.606,0.663,108.102,151640,4,10/06/06,2000,1,TRUE
MANEATER__NELLY_FURTADO,MANEATER,NELLY FURTADO,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,0.0397,0.0261,0.000358,0.121,0.779,132.722,258893,4,17/06/06,2000,3,TRUE
HIPS_DON'T_LIE__SHAKIRA_FEAT._WYCLEF_JEAN,HIPS DON'T LIE,SHAKIRA FEAT. WYCLEF JEAN,1HyGYJBKPgMLhsix6vBLKI,0.719,0.962,10,-7.914,0.0973,0.0131,0.149,0.141,0.647,140.523,233293,4,08/07/06,2000,5,FALSE
SMILE__LILY_ALLEN,SMILE,LILY ALLEN,79z9QkhHePTFsSeVw9uyj0,0.632,0.639,5,-5.938,0.0259,0.00143,0,0.221,0.725,95.506,196893,4,15/07/06,2000,2,TRUE
"DON'T_STOP_ME_NOW/PLEASE,_PLEASE__McFLY",DON'T STOP ME NOW,McFLY,60Paqu97lzQWDqACLcgbpi,0.465,0.843,5,-3.692,0.0497,0.0101,0,0.376,0.574,156.635,204000,4,29/07/06,2000,1,TRUE
DE_JA_VU__BEYONCE_FEAT._JAY-Z,DE JA VU,BEYONCE JAY-Z,423EcxblW9F4nnQkqcqMlK,0.644,0.746,7,-4.941,0.341,0.0071,0.0000122,0.0743,0.347,105.253,240280,4,02/09/06,2000,1,TRUE
SEXYBACK__JUSTIN_TIMBERLAKE,SEXYBACK,JUSTIN TIMBERLAKE,40VAYnnGBDLQVXD8D1ager,0.967,0.583,7,-5.562,0.0789,0.0584,0,0.0519,0.965,117,242733,4,09/09/06,2000,1,TRUE
I_DON'T_FEEL_LIKE_DANCIN'__SCISSOR_SISTERS,I DON'T FEEL LIKE DANCIN',SCISSOR SISTERS,1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,7,-3.398,0.0282,0.0156,0,0.114,0.913,108.033,248640,4,16/09/06,2000,4,TRUE
AMERICA__RAZORLIGHT,AMERICA,RAZORLIGHT,6bS7DqTuzrpkluB7boWmw2,0.447,0.568,2,-4.975,0.0305,0.295,0.00000326,0.355,0.158,90.933,249760,4,14/10/06,2000,1,TRUE
WELCOME_TO_THE_BLACK_PARADE__MY_CHEMICAL_ROMANCE,WELCOME TO THE BLACK PARADE,MY CHEMICAL ROMANCE,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,0.0752,0.000289,0.00011,0.222,0.225,96.95,311107,4,21/10/06,2000,2,TRUE
STAR_GIRL__McFLY,STAR GIRL,McFLY,72LF4BzpdOWaH0sNWOqFzc,0.522,0.657,3,-4.184,0.0284,0.00062,0,0.0592,0.787,78.118,209307,4,04/11/06,2000,1,TRUE
PUT_YOUR_HANDS_UP_FOR_DETROIT__FEDDE_LE_GRANDE,PUT YOUR HANDS UP FOR DETROIT,FEDDE LE GRAND,2T1Xemp92qxuUCAFBWfRrj,0.923,0.954,1,-4.575,0.208,0.00407,0.844,0.0493,0.263,128.03,396000,4,11/11/06,2000,1,TRUE
THE_ROSE__WESTLIFE,THE ROSE,WESTLIFE,5WqcLwanx87IgXy3WxYxY2,0.272,0.203,9,-9.706,0.0294,0.784,0,0.0805,0.195,109.581,219107,5,18/11/06,2000,1,TRUE
SMACK_THAT__AKON_FEAT._EMINEM,SMACK THAT,AKON EMINEM,3qKGvSu1inEZKwYQnMavNA,0.94,0.743,5,-5.166,0.0475,0.317,0,0.0909,0.927,118.988,212360,4,25/11/06,2000,1,TRUE
PATIENCE__TAKE_THAT,PATIENCE,TAKE THAT,4DxybsoSiMUW0JI2oM0SSN,0.28,0.8,10,-3.961,0.0416,0.139,0.0000305,0.105,0.438,175.842,201921,4,02/12/06,2000,4,TRUE
A_MOMENT_LIKE_THIS__LEONA_LEWIS,A MOMENT LIKE THIS,LEONA LEWIS,5i9UKSttY3V7x9OnYZsMBX,0.265,0.563,8,-3.667,0.0302,0.423,0.00000799,0.131,0.173,70.529,257293,4,30/12/06,2000,4,TRUE
GRACE_KELLY__MIKA,GRACE KELLY,MIKA,4Sqc0kPuZpfI0T2TZBu8JT,0.676,0.824,0,-5.752,0.0449,0.0271,0.0152,0.363,0.701,122.221,187733,4,27/01/07,2000,5,TRUE
RUBY__KAISER_CHIEFS,RUBY,KAISER CHIEFS,0N5x5UmYcbBeHFJtCCqf62,0.451,0.939,5,-2.82,0.0512,0.00673,0.00000485,0.0774,0.443,93.416,204200,4,03/03/07,2000,1,TRUE
SHINE__TAKE_THAT,SHINE,TAKE THAT,1hrsEHe39nYu1pJx0Nrxd7,0.579,0.861,8,-3.355,0.0388,0.0322,0,0.106,0.723,90.008,211441,4,10/03/07,2000,2,TRUE
WALK_THIS_WAY__SUGABABES_VS_GIRLS_ALOUD,WALK THIS WAY,SUGABABES GIRLS ALOUD,1GTiybcmydRZ538koZv9e4,0.701,0.804,1,-4.863,0.101,0.000644,0,0.0606,0.754,109.994,174560,4,23/03/07,2000,1,TRUE
I'M_GONNA_BE_(500_MILES)__THE_PROCLAIMERS_FEAT._BRIAN_POTTER_&_ANDY_PIPKIN,I'M GONNA BE (500 MILES),THE PROCLAIMERS BRIAN POTTER & ANDY PIPKIN,5g7vOQZqjB2dviUTOJCnWc,0.858,0.51,4,-8.541,0.0454,0.302,0,0.096,0.723,131.909,222351,4,31/03/07,2000,3,TRUE
GIVE_IT_TO_ME__TIMBALAND_FEAT._NELLY_FURTADO_&_JUSTIN_TIMBERLAKE,GIVE IT TO ME,TIMBALAND NELLY FURTADO JUSTIN TIMBERLAKE,2KjpWqvSKoQh0XIAywplWn,0.978,0.687,8,-4.957,0.0646,0.197,0.00708,0.107,0.789,110.616,234057,4,21/04/07,2000,1,TRUE
BEAUTIFUL_LIAR__BEYONCE_&_SHAKIRA,BEAUTIFUL LIAR,BEYONCE SHAKIRA,2HWWNoWEEEECwZhAiLg7ib,0.764,0.751,8,-3.74,0.0703,0.00554,0.000237,0.164,0.422,91.977,199853,4,28/04/07,2000,3,TRUE
BABY'S_COMING_BACK/TRANSYLVANIA__McFLY,BABY'S COMING BACK,McFLY,1ojO5dRimcAaWe4wv2a8iL,0.255,0.000173,11,-3.925,0.0821,0.00548,0,0.145,0.355,99.699,672373,4,19/05/07,2000,1,TRUE
UMBRELLA__RIHANNA_FEAT._JAY-Z,UMBRELLA,RIHANNA JAY-Z,5i66xrvSh1MjjyDd6zcwgj,0.581,0.827,1,-4.566,0.141,0.0101,0,0.0522,0.572,174.013,275987,4,26/05/07,2000,10,TRUE
THE_WAY_I_ARE__TIMBALAND_FEAT._DOE_&_KERI_HILSON,THE WAY I ARE,TIMBALAND DOE KERI HILSON,5J7iGuzi7Nj8SGvt0TAVzK,0.73,0.807,3,-6.475,0.114,0.179,0.718,0.28,0.737,114.715,179280,4,04/08/07,2000,2,TRUE
WITH_EVERY_HEARTBEAT__ROBYN_WITH_KLEERUP,WITH EVERY HEARTBEAT,ROBYN KLEERUP,65Kt1dbZ53GRRvc3ngIRCk,0.496,0.879,4,-4.024,0.038,0.00909,0.000243,0.241,0.375,120.909,251240,3,18/08/07,2000,1,TRUE
STRONGER__KANYE_WEST,STRONGER,KANYE WEST,4y6c5vMzKKM3KsMbHtjKx5,0.617,0.717,10,-7.858,0.153,0.00564,0,0.408,0.483,103.992,311867,4,25/08/07,2000,2,TRUE
BEAUTIFUL_GIRLS__SEAN_KINGSTON,BEAUTIFUL GIRLS,SEAN KINGSTON,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0.0687,0.15,0,0.256,0.766,130.009,225373,4,08/09/07,2000,4,TRUE
ABOUT_YOU_NOW__SUGABABES,ABOUT YOU NOW,SUGABABES,1ctdfJSzp6qF2iDAVdDrfl,0.584,0.699,1,-6.065,0.0378,0.0000652,0.0000605,0.486,0.59,82.499,212400,4,06/10/07,2000,4,TRUE
BLEEDING_LOVE__LEONA_LEWIS,BLEEDING LOVE,LEONA LEWIS,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.217,104.036,262467,4,03/11/07,2000,7,TRUE
WHAT_A_WONDERFUL_WORLD__EVA_CASSIDY_&_KATIE_MELUA,WHAT A WONDERFUL WORLD,EVA CASSIDY & KATIE MELUA,5Eozjt5GRGaOXCraxICpBO,0.579,0.122,2,-16.037,0.03,0.66,0.0123,0.2,0.226,152.007,257495,3,22/12/07,2000,1,TRUE
WHEN_YOU_BELIEVE__LEON_JACKSON,WHEN YOU BELIEVE,LEON JACKSON,4R1SlPRjByS9JaYblGsqu2,0.361,0.558,2,-4.4,0.0312,0.389,0,0.102,0.192,61.41,252853,4,29/12/07,2000,3,TRUE
NOW_YOU'RE_GONE__BASSHUNTER_FT_DJ_MENTAL_THEO'S_BAZZHEADZ,NOW YOU'RE GONE,BASSHUNTER DJ MENTAL BAZZHEADZ,3FaR0iFUkknkCZ0br4USOY,0.441,0.961,10,-5.337,0.257,0.0294,0.000867,0.128,0.603,149.973,341707,4,19/01/08,2000,5,TRUE
MERCY__DUFFY,MERCY,DUFFY,1zusIxNqJu8i4g6P6hJ2Qa,0.793,0.859,0,-3.774,0.0332,0.266,0.000356,0.139,0.964,129.912,219800,4,23/02/08,2000,5,TRUE
AMERICAN_BOY__ESTELLE_FEAT._KANYE_WEST,AMERICAN BOY,ESTELLE KANYE WEST,41on8RwRh22IHcChAN2gm8,0.727,0.729,0,-2.99,0.326,0.171,0,0.07,0.517,117.932,284733,4,29/03/08,2000,4,TRUE
4_MINUTES__MADONNA_FEAT._JUSTIN_TIMBERLAKE,4 MINUTES,MADONNA JUSTIN TIMBERLAKE,1oHClQEgDmmbcEx12Kc5nZ,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.771,113.029,189693,4,26/04/08,2000,4,TRUE
THAT'S_NOT_MY_NAME__TING_TINGS,THAT'S NOT MY NAME,TING TINGS,4eDxBtH4vvgEmz2btZlQ2P,0.754,0.899,9,-3.195,0.0914,0.0424,0.0364,0.134,0.95,145.029,311400,4,24/05/08,2000,1,TRUE
TAKE_A_BOW__RIHANNA,TAKE A BOW,RIHANNA,39afswHs17v53znQm1gDTY,0.708,0.47,9,-7.59,0.0659,0.248,0,0.0852,0.527,82.007,229413,4,31/05/08,2000,2,TRUE
SINGIN'_IN_THE_RAIN__MINT_ROYALE,SINGIN' IN THE RAIN,MINT ROYALE,73GhZu2dr1h6RdpiWFJx1j,0.529,0.935,0,-6.466,0.0462,0.000663,0.337,0.0974,0.385,130.966,208800,4,14/06/08,2000,2,TRUE
VIVA_LA_VIDA__COLDPLAY,VIVA LA VIDA,COLDPLAY,4zOfy9kqJlG0ZXvcaSh4gv,0.485,0.619,5,-7.115,0.0289,0.0941,0.00000331,0.109,0.424,138.017,242373,4,28/06/08,2000,1,TRUE
CLOSER__NE-YO,CLOSER,NE-YO,3cYesmfE3ptx7FGWEmDkXT,0.711,0.753,4,-6.461,0.0766,0.028,0.0000296,0.152,0.58,126.051,234360,4,05/07/08,2000,1,TRUE
DANCE_WIV_ME__DIZZEE_RASCAL_FEAT._CALVIN_HARRIS_&_CHROME,DANCE WIV ME,DIZZEE RASCAL CALVIN HARRIS & CHROME,23BIuZzuWgQPjuBZTuAAAr,0.88,0.653,11,-6.5,0.0469,0.000521,0.386,0.0512,0.662,112.008,203352,4,12/07/08,2000,4,TRUE
ALL_SUMMER_LONG__KID_ROCK,ALL SUMMER LONG,KID ROCK,368S2jjTfDk9Hk9x9YDzwj,0.702,0.875,7,-3.588,0.0283,0.014,0,0.0872,0.911,103.003,296960,4,09/08/08,2000,1,TRUE
I_KISSED_A_GIRL__KATY_PERRY,I KISSED A GIRL,KATY PERRY,14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.711,129.996,179640,4,16/08/08,2000,5,TRUE
SEX_ON_FIRE__KINGS_OF_LEON,SEX ON FIRE,KINGS OF LEON,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,0.054,0.00172,0.0104,0.136,0.365,153.398,203347,4,20/09/08,2000,3,TRUE
SO_WHAT__PINK,SO WHAT,PINK,19qn6oU2t0E72ENA0aWNsX,0.535,0.888,11,-3.1,0.0446,0.000304,0.00000217,0.324,0.439,126.011,215160,4,11/10/08,2000,3,TRUE
THE_PROMISE__GIRLS_ALOUD,THE PROMISE,GIRLS ALOUD,4JiQNrNwViF182zMsXzZiG,0.58,0.918,9,-3.778,0.0687,0.00874,0,0.0396,0.798,90.032,224111,4,01/11/08,2000,1,TRUE
HERO__X_FACTOR_FINALISTS,HERO,X FACTOR FINALISTS,1kAZHCSfo1u3Ch7PwJuDid,0.457,0.443,8,-6.539,0.0288,0.568,0,0.0808,0.0873,120.443,261960,4,08/11/08,2000,3,TRUE
IF_I_WERE_A_BOY__BEYONCE,IF I WERE A BOY,BEYONCE,26NX1wPt1TRCH536yocd6i,0.632,0.518,6,-6.126,0.0313,0.107,0,0.354,0.45,90.007,249147,4,29/11/08,2000,1,TRUE
GREATEST_DAY__TAKE_THAT,GREATEST DAY,TAKE THAT,3LF54Y7TxU5vy3YKAIfiQ4,0.458,0.703,1,-6.22,0.0362,0.0647,0.00000313,0.102,0.163,110.017,239320,4,06/12/08,2000,1,TRUE
RUN__LEONA_LEWIS,RUN,LEONA LEWIS,4hrAKlxfblnG7llBEEX7TR,0.302,0.461,5,-6.166,0.0292,0.43,0.00000561,0.122,0.0812,142.434,314720,4,13/12/08,2000,2,TRUE
HALLELUJAH__ALEXANDRA_BURKE,HALLELUJAH,ALEXANDRA BURKE,5IaR621NoOM6i5KTcuNRHM,0.414,0.425,2,-6.211,0.025,0.653,0,0.195,0.1,91.284,217827,3,27/12/08,2000,3,TRUE
JUST_DANCE__LADY_GAGA,JUST DANCE,LADY GAGA,1dzQoRqT5ucxXVaAhTcT0J,0.822,0.739,1,-4.541,0.0311,0.0264,0.0000426,0.181,0.739,118.992,241933,4,17/01/09,2000,3,TRUE
THE_FEAR__LILY_ALLEN,THE FEAR,LILY ALLEN,7lIyBKp2KX7ABDjDfo9EtL,0.661,0.847,10,-6.948,0.0404,0.419,0.0000882,0.107,0.526,134.002,207120,4,07/02/09,2000,4,TRUE
